show_id,title,director,rating,type,date_added,release_year,description
s3142,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,TV-14,Movie,2016-08-26,2016,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
s3143,Jeff Garlin: Our Man In Chicago,Christopher Storer,TV-MA,Movie,2019-11-12,2019,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction."
s3145,Jem and the Holograms,Jon M. Chu,PG,Movie,2020-04-16,2015,"After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
s3146,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,TV-MA,Movie,2015-05-22,2015,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special."
s3147,Jen Kirkman: Just Keep Livin’?,Lance Bangs,TV-MA,Movie,2017-01-03,2017,"Incisive comic Jen Kirkman gets real about women''s bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
s3149,Jenny Slate: Stage Fright,Gillian Robespierre,TV-MA,Movie,2019-10-22,2019,"Jenny Slate''s first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
s3151,Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,R,Movie,2017-12-20,2016,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine."
s3152,Jeremy Scott: The People's Designer,Vlad Yudin,PG-13,Movie,2016-04-01,2015,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.
s3154,Jerry Before Seinfeld,Michael Bonfiglio,TV-14,Movie,2017-09-19,2017,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
s3155,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,TV-PG,Movie,2020-05-05,2020,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called great restaurants and the magic of Pop Tarts."
s3156,Jerry Seinfeld: Comedian,Christian Charles,R,Movie,2017-11-07,2002,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
s3157,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,TV-14,Movie,2018-01-30,1998,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
s3158,Jersey Boys,Clint Eastwood,R,Movie,2019-01-01,2014,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
s3159,Jessica Darling's It List,Ali Scher,TV-Y,Movie,2017-08-01,2016,"Armed with popularity tips from her beautiful older sister, precocious Jessica Darling prepares to navigate the treacherous world of seventh grade."
s3160,Jesus: Countdown to Calvary,Gerry Hoban,TV-14,Movie,2019-04-01,2018,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
s3161,Jewel's Catch One,C. Fitz,TV-MA,Movie,2018-05-01,2016,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities."
s3162,Jezebel,Numa Perrier,TV-MA,Movie,2020-01-16,2019,"During the internet''s infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond."
s3164,Jhankaar Beats,Sujoy Ghosh,TV-14,Movie,2019-04-15,2003,"Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
s3166,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,TV-MA,Movie,2017-11-17,2017,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
s3167,Jim Gaffigan: Beyond the Pale,Michael Drumm,TV-14,Movie,2016-08-11,2005,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing."
s3168,Jim Gaffigan: Cinco,Jeannie Gaffigan,TV-14,Movie,2017-01-10,2017,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
s3169,Jim Gaffigan: King Baby,Troy Miller,TV-PG,Movie,2016-08-11,2009,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour."
s3170,Jim Gaffigan: Mr. Universe,Jay Karas,TV-14,Movie,2016-08-11,2012,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C."
s3171,Jim Gaffigan: Obsessed,Jay Chapman,TV-14,Movie,2016-08-11,2014,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
s3172,Jim Jefferies : BARE,Shannon Hartman,TV-MA,Movie,2019-08-06,2014,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
s3173,Jim Jefferies: Freedumb,Ryan Polito,TV-MA,Movie,2016-07-01,2016,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee."
s3175,Jim Jefferies: This Is Me Now,Scott Zabielski,TV-MA,Movie,2018-07-13,2018,"The gleefully irreverent Jefferies skewers grabby celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
s3176,Jim Norton: Mouthful of Shame,Shannon Hartman,TV-MA,Movie,2017-03-14,2017,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."
s3177,Jimi Hendrix,Joe Boyd,R,Movie,2019-11-01,1973,"Jimi Hendrix''s family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage."
s3178,Jimmy Carr: Funny Business,Sam Wrench,TV-MA,Movie,2016-03-18,2016,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.
s3180,Jimmy Neutron: Boy Genius,John A. Davis,G,Movie,2020-01-01,2001,"When gooey green aliens kidnap all the adults in Retroville, it''s up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
s3182,Jindua,Navaniat Singh,TV-14,Movie,2019-12-01,2017,An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
s3183,Jingle Jangle: A Christmas Journey,David E. Talbert,PG,Movie,2020-11-13,2020,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
s3186,Jinxed,Stephen Herek,TV-Y,Movie,2019-11-02,2013,"After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune."
s3187,Jiro Dreams of Sushi,David Gelb,PG,Movie,2019-06-05,2011,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies."
s3189,Jo Koy: Comin' In Hot,Shannon Hartman,TV-MA,Movie,2019-06-12,2019,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
s3190,Jo Koy: In His Elements,Michael McKay,TV-MA,Movie,2020-06-12,2020,"Jo Koy brings the laughs and beats to Manila, spotlighting local culture in a one-of-a-kind show featuring Filipino American comedians, DJs and B-boys."
s3191,Jo Koy: Live from Seattle,Shannon Hartman,TV-MA,Movie,2017-03-28,2017,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He''s here to tell you all about it."
s3192,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,TV-MA,Movie,2019-05-03,2018,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it''s too late."
s3193,Joan Didion: The Center Will Not Hold,Griffin Dunne,TV-14,Movie,2017-10-27,2017,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne."
s3194,Joan Rivers: Don't Start with Me,Scott L. Montoya,TV-MA,Movie,2018-07-03,2012,"At 78, Joan Rivers has no interest in slowing down, and no one''s immune from her caustic barbs in this stand-up special."
s3196,Jodhaa Akbar,Ashutosh Gowariker,TV-14,Movie,2018-10-01,2008,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
s3198,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,TV-MA,Movie,2017-07-25,2017,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, Shark Tank, Jewish summer camp and much more."
s3200,Joe Rogan: Triggered,Anthony Giordano,TV-MA,Movie,2016-10-21,2016,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
s3202,John & Yoko: Above Us Only Sky,Michael Epstein,TV-MA,Movie,2019-05-01,2018,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
s3203,John Carter,Andrew Stanton,PG-13,Movie,2019-05-02,2012,"One minute, Civil War veteran John Carter is evading Apaches; the next, he''s waking up on Mars, a once-fruitful planet that''s devolved into chaos."
s3204,John Day,Ahishor Solomon,TV-MA,Movie,2019-12-31,2013,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
s3205,John Henry,Will Forbes,R,Movie,2020-05-09,2020,A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.
s3208,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,TV-PG,Movie,2019-12-24,2019,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
s3209,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,TV-MA,Movie,2018-05-01,2018,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
s3210,John Mulaney: New in Town,Ryan Polito,TV-MA,Movie,2018-04-01,2012,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
s3211,John Mulaney: The Comeback Kid,Rhys Thomas,TV-MA,Movie,2015-11-13,2015,"Armed with boyish charm and a sharp wit, the former SNL writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton."
s3216,Joker,Shirish Kunder,TV-PG,Movie,2018-08-02,2012,A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.
s3217,Jonaki,Aditya Vikram Sengupta,TV-MA,Movie,2019-05-16,2018,"In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
s3218,Jonas,Lô Politi,TV-MA,Movie,2017-02-26,2015,"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
s3219,Jonathan,Bill Oliver,TV-MA,Movie,2019-04-16,2018,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down."
s3220,Jonathan Strange & Mr Norrell,Toby Haynes,TV-14,TV Show,2016-08-25,2015,"In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange."
s3221,Jora 10 Numbaria,Amardeep Singh Gill,TV-MA,Movie,2018-01-01,2017,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster."
s3222,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",TV-PG,Movie,2011-09-27,2000,"With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
s3225,Journey to Greenland,Sébastien Betbeder,TV-14,Movie,2017-01-29,2016,"When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds."
